省份编码,省份,年份,城镇单位就业人员工资总额(亿元),农、林、牧、渔业城镇单位就业人员工资总额(亿元),采矿业城镇单位就业人员工资总额(亿元),制造业城镇单位就业人员工资总额(亿元),电力、燃气及水的生产和供应业城镇单位就业人员工资总额(亿元),建筑业城镇单位就业人员工资总额(亿元),交通运输、仓储和邮政业城镇单位就业人员工资总额(亿元),信息传输、计算机服务和软件业城镇单位就业人员工资总额(亿元),批发和零售业城镇单位就业人员工资总额(亿元),住宿和餐饮业城镇单位就业人员工资总额(亿元),金融业城镇单位就业人员工资总额(亿元),房地产业城镇单位就业人员工资总额(亿元),租赁和商务服务业城镇单位就业人员工资总额(亿元),科学研究、技术服务和地质勘查业城镇单位就业人员工资总额(亿元),水利、环境和公共设施管理业城镇单位就业人员工资总额(亿元),居民服务和其他服务业城镇单位就业人员工资总额(亿元),教育城镇单位就业人员工资总额(亿元),卫生、社会保障和社会福利业城镇单位就业人员工资总额(亿元),文化、体育和娱乐业城镇单位就业人员工资总额(亿元),公共管理和社会组织城镇单位就业人员工资总额(亿元)
510000,四川省,2005,,,,,,,,,,,,,,,,,,,,
510000,四川省,2004,,,,,,,,,,,,,,,,,,,,
510000,四川省,2003,,,,,,,,,,,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2019,2635.76706,3.56261,82.48688,231.18417,104.76496,307.06747,118.7968,41.97813,87.03339,12.54279,185.95244,69.03159,50.61227,45.90786,21.69636,7.40611,468.74681,225.14405,19.74368,552.10869
520000,贵州省,2018,2391.53466,4.41636,73.25581,233.6198,93.99459,270.33455,101.82326,37.06866,85.12932,11.4085,126.91545,56.53197,39.86989,58.8336,23.47442,6.21064,463.87137,187.792,20.65453,496.32994
520000,贵州省,2017,2235.52715,5.98331,74.71732,236.39135,84.79802,250.70121,91.06582,34.44287,80.37859,11.68143,127.63704,51.1639,36.09165,56.8432,23.74622,6.48054,430.02426,182.64935,18.30762,432.42345
520000,贵州省,2016,2022.59353,5.77094,68.99182,232.81276,102.2937,227.36887,83.75936,28.41629,74.37189,11.16811,115.47032,46.42523,25.27469,52.47713,20.02798,5.02281,390.69022,147.8502,15.28834,369.11287
520000,贵州省,2015,1804.19966,5.45452,78.67936,221.20769,93.8678,190.38386,74.96397,26.37822,71.10554,10.75312,104.90036,40.19047,22.04666,47.80558,17.75799,4.36182,340.86636,131.64875,11.84814,309.97945
520000,贵州省,2014,1589.59168,5.92004,89.49957,210.60052,92.28946,184.70183,65.17514,24.94808,69.2003,13.33186,97.09408,34.5743,20.2958,42.56441,15.47627,4.36395,265.03202,104.96525,9.7482,239.8106
520000,贵州省,2013,1387.05209,5.24519,84.39267,199.79941,87.66185,164.23985,58.61474,21.3022,62.17849,11.9785,80.4276,27.2796,16.36718,29.70771,12.74851,3.70362,220.53085,86.27491,8.15126,206.44795
520000,贵州省,2012,1093.08569,4.98816,76.73772,170.83187,49.72595,123.51216,42.47749,12.94876,54.76597,9.72063,58.90812,17.55695,8.7648,21.02423,11.26486,2.72132,184.57562,62.81158,5.884,173.8655
520000,贵州省,2011,856.8356,4.4528,53.91607,138.89663,44.05655,88.51201,36.18394,12.0373,36.59591,6.6968,52.61909,11.99964,8.25432,15.44971,9.60262,3.3859,146.49588,43.07667,5.81057,138.79319
520000,贵州省,2010,669.1,3.8,38.1,107.2,33.4,54.0,30.5,10.0,28.3,4.9,38.3,8.8,7.2,12.1,6.8,2.2,127.0,35.0,4.5,117.3
520000,贵州省,2009,588.0599,3.41486,30.98509,93.56025,26.77777,46.0675,26.35545,8.47065,23.89927,4.52347,31.27226,7.9833,8.26506,12.32556,4.83037,2.11703,115.55754,29.83868,4.45742,107.35837
520000,贵州省,2008,522.58285,4.6119,28.85837,87.83193,29.59441,42.57906,23.61815,8.16811,24.55402,3.58124,26.90008,5.69756,6.08948,9.89082,4.69433,1.02613,94.12418,25.84423,4.7803,90.13855
520000,贵州省,2007,448.69048,4.16666,23.86484,78.70112,23.60579,36.64064,18.78683,5.76191,19.84716,3.60008,19.86777,6.70188,5.3807,8.95344,3.93019,1.3012,83.88402,21.62582,4.29107,77.77936
520000,贵州省,2006,357.82515,3.65603,20.73167,67.50973,19.46323,30.88926,16.99667,3.29295,17.11701,3.19632,14.04951,5.25173,3.93266,7.31288,3.37129,0.77506,62.53359,16.90461,3.3946,57.44635
520000,贵州省,2005,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2004,243.25,,,,,,,,,,,,,,,,,,,
520000,贵州省,2003,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,,,,,,,,
530000,云南省,2019,3138.47024,13.66448,46.64341,316.58598,125.56769,224.22074,164.04649,48.99958,115.79821,23.72726,163.24687,66.48009,64.20302,97.11961,34.72189,6.9773,616.07142,278.07216,32.13086,700.19318
530000,云南省,2018,3181.42428,22.31545,67.69928,383.70614,97.43996,343.80403,152.32677,41.6914,139.03115,31.36099,142.6362,75.67911,57.31547,93.04417,39.98632,11.08086,608.67233,243.85816,31.63299,598.1435
530000,云南省,2017,2869.28582,25.65424,60.86622,345.04683,89.48194,309.12301,142.74318,41.42559,128.60649,29.51108,136.04449,61.79086,49.86665,87.69514,37.50777,7.00518,551.1569,220.81797,28.13173,516.81055
530000,云南省,2016,2491.73092,23.34629,62.50216,331.10653,83.31332,279.15106,122.5458,37.53591,122.15462,27.69181,124.25589,54.88493,44.19147,76.98054,34.27642,5.99513,456.27079,184.36836,22.99241,398.16748
530000,云南省,2015,2149.81819,19.41159,67.24932,314.58322,77.88669,248.37616,112.91408,36.53945,111.92615,26.41745,116.40046,49.74173,37.58816,65.12169,28.96362,5.08289,369.15334,149.19777,19.48836,293.77606
530000,云南省,2014,1909.33526,16.87483,75.63444,310.59331,70.72215,233.29869,100.65552,33.74661,108.08099,25.34813,109.24553,47.54157,34.05753,53.65724,24.90216,4.65358,293.32337,122.17826,15.52888,229.29247
530000,云南省,2013,1786.70421,17.36558,95.25673,299.90272,65.97066,225.28324,89.21755,37.14984,98.95101,25.55776,101.95089,38.05573,32.74218,44.77422,23.52781,4.06475,261.75008,100.31436,14.42903,210.44007
530000,云南省,2012,1454.04957,19.48084,84.95338,256.80489,51.12476,176.98633,67.48448,20.42934,81.45107,19.66724,87.13072,23.91389,20.59316,33.69755,15.2352,2.11026,218.17567,79.08245,12.07775,183.65059
530000,云南省,2011,1176.28603,22.26399,61.48214,209.47049,45.09232,114.88119,59.55179,16.81134,61.68734,14.25457,73.34179,15.29115,17.89879,26.84743,12.85511,1.62883,190.46203,61.28989,10.97393,160.20191
530000,云南省,2010,930.5,23.0,40.5,166.2,37.4,75.5,48.1,12.8,42.5,9.3,53.7,8.9,16.1,21.3,9.4,1.4,165.6,44.7,8.8,145.1
530000,云南省,2009,812.04267,13.13842,34.83576,144.61777,31.48461,62.87484,45.10297,14.64851,33.43782,8.66109,47.80427,7.39942,12.4992,18.98257,8.26475,1.22308,147.17459,36.12496,7.72843,136.03961
530000,云南省,2008,702.00178,19.3686,27.61524,129.83244,29.71847,54.12149,40.55375,12.45892,31.32285,7.79459,37.44806,5.99264,10.41111,15.87725,7.07169,0.96565,112.762,32.47957,6.39632,119.81114
530000,云南省,2007,581.33875,21.42066,23.50359,110.30873,24.87485,44.50159,32.36016,10.6983,24.98975,6.49997,25.94177,4.70371,7.95855,13.31368,6.15916,0.77552,100.93085,28.4504,6.41628,87.53123
530000,云南省,2006,468.56829,19.89327,13.08727,86.70493,20.34195,25.95462,29.22039,8.60044,20.29206,4.73781,19.97178,3.2793,6.56107,11.78181,5.47788,0.65353,89.00603,25.52244,5.48829,71.99342
530000,云南省,2005,,,,,,,,,,,,,,,,,,,,
530000,云南省,2004,,,,,,,,,,,,,,,,,,,,
530000,云南省,2003,,,,,,,,,,,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2019,528.55189,0.93682,6.36469,12.98703,14.01102,27.69904,27.93047,11.50783,21.10607,3.95354,28.93556,4.24513,12.82795,16.28899,3.05633,1.90555,75.59007,24.03634,6.80722,228.36224
540000,西藏自治区,2018,409.16733,0.7915,5.77942,8.01454,12.56088,10.56536,10.56793,5.42127,7.27655,3.1672,22.23294,1.77383,7.20567,10.79578,2.80993,0.47625,72.42239,21.71646,9.40244,196.18699
540000,西藏自治区,2017,356.84732,1.37969,4.58954,6.72492,9.69261,9.29031,7.43003,5.12486,7.49941,3.32909,21.38488,1.17705,3.73524,11.78175,1.26744,1.20074,63.91994,20.79492,8.79901,167.72589
540000,西藏自治区,2016,320.89044,1.00495,3.96728,6.37618,5.12578,9.68709,6.63731,4.89007,7.47547,2.65656,17.02434,1.49061,2.65975,11.65409,1.08314,1.07914,56.37267,20.59632,8.65445,152.45524
540000,西藏自治区,2015,323.04344,1.55436,4.09966,6.72461,6.71068,12.15645,6.43164,4.8183,8.37898,2.38933,15.01134,0.99893,2.1201,11.7704,1.30605,0.83833,54.37657,17.18047,7.33303,158.84421
540000,西藏自治区,2014,198.38636,1.46979,3.88569,5.26202,5.583,10.33967,4.80953,4.06991,6.88443,2.18817,12.6579,0.82307,2.29234,7.17695,0.75165,0.74573,30.3351,10.13397,4.70146,84.27598
540000,西藏自治区,2013,177.73895,1.16832,3.36865,4.75371,5.32594,6.95115,3.95102,4.05991,5.07767,2.20657,12.9099,0.60038,1.46523,6.36201,0.72595,0.51356,27.20313,9.00854,4.0901,77.99721
540000,西藏自治区,2012,128.49747,0.75859,0.92125,2.46228,3.95113,1.21528,3.29847,1.12439,2.26419,1.09747,9.54512,0.11565,1.08221,5.34244,0.58918,,24.31914,7.49214,3.40781,59.50331
540000,西藏自治区,2011,114.55597,1.71971,0.60861,1.94927,3.66547,2.12027,2.91712,1.24227,1.93585,0.86053,8.42808,0.12103,0.63558,4.08598,0.60911,0.07945,23.10889,7.04346,3.54562,49.87967
540000,西藏自治区,2010,108.9,1.8,0.6,2.1,3.1,1.9,2.7,1.9,2.3,0.8,8.0,0.1,0.4,4.0,0.5,,20.5,7.3,3.1,47.7
540000,西藏自治区,2009,95.03012,1.36418,0.56498,1.91951,3.05351,1.94979,2.57052,1.94178,1.68652,1.04516,5.91202,0.11329,0.35295,3.47096,0.50803,0.08493,18.85044,6.00028,2.94566,40.69561
540000,西藏自治区,2008,88.72129,1.3158,0.38535,1.51755,3.438,1.41495,3.13054,2.20274,1.69974,0.70061,4.65782,0.11049,0.21478,2.90749,0.49584,,17.28138,5.90584,2.83825,38.48831
540000,西藏自治区,2007,82.83005,1.1437,0.52495,1.38392,2.71796,1.4106,2.76252,1.98748,1.44937,0.65134,4.95845,0.12122,0.36611,2.86765,0.50913,,16.40507,5.09524,2.85176,35.60061
540000,西藏自治区,2006,54.28954,0.78998,0.32903,1.33727,2.17589,1.30725,2.1692,1.79737,1.34306,0.58682,3.59906,0.11655,0.13295,1.88246,0.27953,,9.39625,3.64897,1.68139,21.69849
540000,西藏自治区,2005,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2019,3888.9644,8.31552,338.52989,584.64891,142.68946,365.40138,242.32148,205.42997,134.16265,37.90008,251.50068,89.77751,64.87509,125.47845,51.79548,9.58859,477.78442,252.02089,37.63993,469.10402
610000,陕西省,2018,3535.69422,9.44115,305.28661,619.11395,117.51919,343.0289,221.85703,167.11282,123.8153,36.29666,187.81036,69.10273,42.47565,163.67151,46.32351,8.09178,421.84374,208.19661,33.4726,411.23412
610000,陕西省,2017,3310.48525,11.19049,272.32886,606.52168,98.91392,317.13743,202.1151,153.30917,128.36239,36.50028,189.66835,60.57755,42.63286,154.12918,42.51659,5.89119,389.03798,187.53387,31.87243,380.24593
610000,陕西省,2016,3051.27089,11.50985,262.93143,558.93238,98.3269,302.50041,184.62159,128.77765,110.58818,36.37568,164.75721,58.31225,57.46666,140.06118,39.5758,6.02387,368.26786,162.85714,27.74656,331.63829
610000,陕西省,2015,2851.97559,9.73943,244.08388,552.05113,93.29034,298.42373,177.59875,106.04349,105.77603,34.92673,136.64776,52.49301,57.69341,132.06913,38.28298,6.10317,337.55445,145.80936,26.50853,296.88028
610000,陕西省,2014,2662.40866,9.0479,249.84636,519.66288,78.86501,312.65382,167.49284,94.5264,98.22696,34.31323,125.99489,45.81433,37.00436,122.55059,36.09913,5.45184,314.91854,132.85958,21.27097,255.80903
610000,陕西省,2013,2409.42256,9.52724,253.24612,476.55851,69.39857,280.52948,124.50477,65.6955,88.82175,35.03056,106.23019,35.45258,35.41281,108.93819,31.39889,6.19473,296.98693,115.63706,21.16949,248.68919
610000,陕西省,2012,1805.55369,11.79621,174.78596,341.25796,51.66684,155.45801,86.04571,41.71061,58.64301,18.96177,87.38928,23.90675,15.8751,86.44537,27.6335,3.99317,271.96237,100.7008,19.40668,227.91459
610000,陕西省,2011,1536.96712,11.86192,155.64161,303.41005,47.05364,106.19739,80.81719,34.87813,42.34064,15.83409,74.6637,20.33483,12.66346,79.7389,22.76074,3.35987,240.26251,81.30201,16.38614,187.4603
610000,陕西省,2010,1215.0,10.3,102.6,212.7,43.7,66.2,67.7,30.8,29.2,11.0,64.4,19.4,10.1,62.2,18.4,4.6,218.5,66.3,13.7,162.9
610000,陕西省,2009,1038.03146,8.55738,82.48662,198.92832,35.38187,55.79792,59.87958,22.77005,24.43575,9.26201,55.88158,13.95359,8.54227,50.67837,15.46141,3.7241,183.94585,53.88888,11.87338,142.58253
610000,陕西省,2008,871.81798,10.75654,77.96728,178.58599,33.14771,34.96424,56.95955,18.69308,27.55257,7.64182,41.32781,10.2494,6.3431,41.97412,11.47653,4.55527,152.35953,40.17263,8.82421,108.2666
610000,陕西省,2007,711.56703,8.61305,70.74702,154.69882,27.46683,32.08669,41.2866,15.43608,23.24155,6.3109,31.78559,7.02211,4.98628,37.85555,8.26768,3.78907,116.86527,31.59032,6.44222,83.0754
610000,陕西省,2006,556.44959,7.12121,47.42949,131.55062,22.04353,25.90294,36.05506,12.13562,20.78792,5.0868,24.4622,4.38492,4.08059,29.58081,6.22892,2.9355,86.43403,23.74884,5.77461,60.70598
610000,陕西省,2005,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2004,429.0929,,,,,,,,,,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2019,1853.20057,10.17971,66.03174,206.39719,93.87784,183.80998,110.87461,30.52286,42.57035,11.28859,75.12632,27.04645,18.86227,65.10259,33.59996,2.35806,338.07449,129.03987,19.651,388.78669
620000,甘肃省,2018,1730.65372,18.9117,70.69199,199.89494,93.20669,176.95963,117.50752,22.25262,35.79081,10.04115,55.70018,23.04718,20.1249,61.09147,34.64073,2.27489,298.19996,123.67795,18.82622,347.81319
620000,甘肃省,2017,1623.9401,19.95706,71.61626,186.67808,85.19424,183.47355,91.63887,19.64209,33.95935,11.66556,53.14178,25.09923,23.90466,59.94732,33.05699,1.1585,293.01546,104.09701,18.04198,308.65211
620000,甘肃省,2016,1495.68527,20.03707,71.33643,180.25352,78.90812,186.92435,80.65079,16.48926,33.31022,11.33409,45.55738,24.31723,16.87019,50.99543,29.52078,1.24816,268.68629,88.04159,15.99785,275.20652
620000,甘肃省,2015,1385.1432,18.24055,76.78504,181.09564,77.17352,179.15077,75.46637,14.94141,32.12283,10.76199,43.93701,19.78884,13.27719,46.47799,26.7253,1.25457,238.04913,79.33838,13.8447,236.71197
620000,甘肃省,2014,1247.25863,15.73418,82.81937,184.9483,75.78915,176.37463,69.59411,12.50905,29.22623,9.84408,37.40854,17.87022,12.40917,40.75507,22.15287,0.92076,194.17994,61.84975,11.80398,191.06923
620000,甘肃省,2013,1109.03605,15.23937,61.66985,182.10739,57.64614,171.01414,64.59035,12.20333,25.06064,9.36124,34.72341,14.52321,7.43086,34.1129,18.05713,0.83419,169.04326,54.14767,9.87162,167.39935
620000,甘肃省,2012,810.79325,13.81046,57.85806,141.63862,29.54025,80.10732,47.06904,6.66268,16.26478,4.4114,31.55541,5.89913,4.8302,23.33536,14.56208,0.98022,143.86147,41.09668,9.07074,138.23935
620000,甘肃省,2011,643.27783,10.56693,51.44681,122.04949,24.99106,49.7569,38.35975,4.46767,13.21662,3.63616,26.19443,4.31683,4.24737,17.3322,9.61868,0.84056,114.02417,30.89984,7.083,110.22936
620000,甘肃省,2010,568.9,10.3,39.3,104.1,25.4,32.6,31.7,4.4,11.5,3.3,23.9,3.9,4.0,17.9,7.9,0.5,101.1,28.4,8.1,110.5
620000,甘肃省,2009,517.72072,8.83695,37.50503,100.85884,22.00301,24.29322,32.06263,5.02211,9.34301,3.05831,20.46017,3.13673,3.85964,14.95286,7.27754,0.68067,95.82963,24.38853,6.35674,97.7951
620000,甘肃省,2008,461.04363,8.44839,31.31323,93.01423,19.97282,24.5164,28.5956,3.11486,9.25029,2.76038,18.15504,2.14003,3.37546,12.97744,7.03962,0.76452,83.40813,20.38656,5.5541,86.25653
620000,甘肃省,2007,392.50136,7.49078,24.45029,80.25907,18.0858,19.77024,25.07768,3.20995,9.17715,2.54277,15.04095,1.69916,3.3508,11.68827,5.81257,0.67899,69.50538,17.07781,4.48282,73.10088
620000,甘肃省,2006,329.67047,5.98195,20.59979,72.21464,15.18582,16.04196,22.79281,2.7211,8.2142,2.39011,11.16262,1.30252,3.21486,10.0526,5.50945,1.56607,54.58777,13.63603,3.73508,58.76109
620000,甘肃省,2005,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,,,,,,,,
630000,青海省,2019,606.47596,3.00406,41.74416,65.82983,21.23653,32.07562,50.53372,10.38171,16.84479,2.65701,33.20399,7.20394,9.55289,18.23843,6.58577,0.65792,85.30273,48.75842,6.32435,146.34009
630000,青海省,2018,529.39732,6.83174,37.25007,57.19531,22.5585,37.25086,42.52935,7.45111,13.74458,2.35242,23.66393,4.797,3.5963,21.87247,8.29895,0.25052,78.29537,36.80212,6.67202,117.9847
630000,青海省,2017,478.19435,7.47684,31.68675,60.23227,19.86487,38.25479,39.1387,7.18984,11.76645,2.62926,22.40929,4.61596,3.76309,19.63418,7.39691,0.34306,69.79889,32.05,6.82124,93.12196
630000,青海省,2016,419.63814,6.02113,31.55435,58.10551,15.32655,33.46468,33.62196,6.37326,11.49188,2.5608,20.93153,3.80019,4.02025,17.35672,5.86735,0.32836,61.22068,26.41312,5.40237,75.77745
630000,青海省,2015,384.07492,5.53816,32.05641,55.88567,13.58273,35.0871,31.90756,6.22283,10.6109,2.38976,18.20076,3.3023,3.24918,15.46703,4.98718,0.31332,53.35893,22.14917,4.99907,64.76686
630000,青海省,2014,358.3078,4.88796,33.77937,57.48786,12.30379,33.55351,26.38309,5.72589,9.74601,2.125,16.83838,2.95403,2.8696,14.34724,4.53994,0.26921,47.75584,20.53401,4.74283,57.46424
630000,青海省,2013,330.46138,4.67759,32.16012,53.27291,11.64964,31.73203,27.65188,5.08285,9.44095,1.95768,14.23058,2.64352,2.25722,13.34818,4.07241,0.15595,43.85444,17.69174,4.02814,50.55355
630000,青海省,2012,287.97958,4.59771,14.32373,49.67787,11.722,30.27597,19.71487,4.789,8.00232,1.8639,12.67015,2.41958,4.77202,17.17109,3.40369,1.27203,38.84852,15.47953,3.51027,43.46533
630000,青海省,2011,250.56251,5.45129,11.32996,41.81783,6.5986,24.5427,16.79816,4.05935,6.67816,1.65173,10.51952,2.45044,3.83653,14.26686,3.1986,1.03481,37.17891,13.7587,3.009,42.38136
630000,青海省,2010,189.6,4.5,7.9,28.1,5.9,11.4,14.2,3.2,4.3,0.9,8.0,1.4,3.4,11.1,2.8,1.0,31.6,11.6,2.7,35.4
630000,青海省,2009,163.61377,4.74914,6.66779,20.46411,5.13985,9.92322,12.23581,2.89073,3.77881,0.80274,6.62037,1.49564,3.16894,9.44806,2.30628,1.06287,28.08951,10.24,2.42663,32.10327
630000,青海省,2008,140.35661,5.0559,5.89504,18.60608,5.11211,6.97874,11.05131,2.39209,2.98112,0.54721,5.8287,1.40128,0.95957,7.84911,1.90795,2.65796,23.95334,8.57454,2.06524,26.53932
630000,青海省,2007,115.11201,4.26175,4.63549,13.90134,5.41332,6.4491,9.61237,2.26616,2.261,0.51346,4.47047,0.39816,1.47742,6.83801,1.47625,1.71922,18.63397,7.00426,2.01074,21.76952
630000,青海省,2006,94.90287,3.51923,4.09348,11.52063,4.9745,5.16138,7.92816,2.30326,2.16341,0.54161,3.68789,0.25386,1.12162,6.20113,1.16335,1.25329,15.02074,5.85932,1.47203,16.66398
630000,青海省,2005,,,,,,,,,,,,,,,,,,,,
630000,青海省,2004,,,,,,,,,,,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,588.34346,3.20303,72.1752,64.29762,41.50448,22.71142,33.21587,8.50896,13.30213,2.07857,37.38127,8.98698,15.84659,12.99937,9.33075,0.1596,82.89752,52.94361,6.89109,99.9094
640000,宁夏回族自治区,2018,536.50168,4.37657,62.88157,61.64892,38.55303,22.83971,29.95409,7.68753,13.29541,2.25701,35.43121,8.50339,7.80828,12.19195,11.55979,0.15409,75.17874,43.90825,7.08018,91.19196
640000,宁夏回族自治区,2017,508.15846,5.6028,55.08568,69.72452,35.37643,23.59029,27.017,7.27346,12.33896,2.37203,34.35822,7.902,7.6772,11.85624,12.02301,0.29802,68.15173,39.91558,6.87211,80.72318
640000,宁夏回族自治区,2016,468.30222,5.85294,51.34262,64.5321,32.70137,25.43202,24.8899,6.34779,11.5826,2.35376,31.94866,7.34913,7.77438,11.88518,11.64404,0.31866,62.31468,31.94329,6.6989,71.3902
640000,宁夏回族自治区,2015,448.25341,5.72486,49.58254,67.37627,32.06046,28.78439,23.93011,6.23923,11.69516,2.46235,28.79399,7.59752,7.62251,11.08928,10.0026,0.33852,59.4867,26.70668,6.61948,62.14076
640000,宁夏回族自治区,2014,424.31062,5.59917,53.00969,66.05639,32.46148,41.02442,22.89432,5.88313,12.17671,2.2746,27.30155,6.52789,7.54624,9.00901,8.96109,0.28034,47.62173,21.37996,4.73549,49.56741
640000,宁夏回族自治区,2013,389.86902,7.0913,53.66746,54.79606,27.24245,45.55037,21.9233,5.34393,11.33602,2.09258,22.49571,6.11296,6.53958,7.9658,7.50876,0.32694,43.9915,17.73735,3.93747,44.20948
640000,宁夏回族自治区,2012,349.75684,6.95606,51.80908,43.33974,28.49056,41.27229,17.83979,3.78149,10.75476,1.77115,20.15839,4.95779,5.49904,5.85546,6.72458,0.17429,38.46834,17.35787,3.42044,41.12572
640000,宁夏回族自治区,2011,266.39602,7.03595,45.33792,38.43809,23.28007,13.16625,12.85413,3.13823,5.32951,0.93706,17.27595,3.58261,4.15647,5.86576,5.66907,0.10455,33.2731,12.56139,3.0448,31.34511
640000,宁夏回族自治区,2010,225.9,5.5,41.0,31.1,20.5,12.7,10.4,2.7,4.4,0.8,14.1,2.3,3.3,4.4,4.5,0.1,27.9,10.2,2.6,27.3
640000,宁夏回族自治区,2009,195.3687,4.98604,31.49818,25.84983,19.3365,9.17871,9.60619,2.60692,4.17433,0.75473,12.45663,2.03694,2.12135,4.19233,4.10486,0.11303,26.35387,8.18732,2.86151,24.94943
640000,宁夏回族自治区,2008,176.25569,5.1621,25.68756,24.83214,17.80738,7.8434,8.3078,2.11682,4.22208,0.79811,12.077,1.7236,1.60748,3.68846,3.92334,0.08979,23.49949,7.43802,2.53693,22.89419
640000,宁夏回族自治区,2007,153.09692,4.59202,22.99652,21.72601,14.59844,7.33162,6.97923,1.72675,3.43596,0.77974,10.00396,1.62812,1.28603,3.29362,3.40558,0.05982,20.87462,6.10978,2.30756,19.96154
640000,宁夏回族自治区,2006,124.27194,3.60078,19.28825,17.42494,12.43347,6.71196,6.40372,1.69172,3.0019,0.73822,8.41332,0.96386,1.15518,2.5407,2.78276,0.20478,15.86399,4.89813,1.5951,14.55916
640000,宁夏回族自治区,2005,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,2596.80159,14.19184,202.38037,249.14624,103.84702,210.3651,173.95788,37.91231,75.30877,12.65665,118.27533,33.00513,59.28862,62.06888,31.21848,3.04972,420.78937,192.31068,21.65506,575.37414
650000,新疆维吾尔自治区,2018,2383.64415,30.4525,185.60965,233.9173,92.60318,216.88738,167.92965,32.8899,63.09319,11.33406,93.9039,27.10714,52.57808,58.7406,30.70951,2.80821,356.23582,167.79955,21.42983,537.6147
650000,新疆维吾尔自治区,2017,2345.86786,200.39987,168.80457,233.40526,86.51278,264.37209,152.00927,27.95137,59.05736,10.82731,90.75675,27.32717,39.81422,54.20571,28.29961,4.00803,300.14979,140.80126,23.79844,433.367
650000,新疆维吾尔自治区,2016,2178.45782,186.97831,147.40437,215.98884,79.31909,282.08974,139.22383,24.49343,54.09639,10.63074,85.77901,26.08364,36.32274,51.69914,27.70287,3.08649,291.30572,129.38688,21.18017,365.68642
650000,新疆维吾尔自治区,2015,2091.5596,192.76185,158.55572,211.56715,66.16539,312.52004,133.94755,22.48808,46.89253,10.76196,77.03866,23.53024,37.11501,49.84914,27.47233,2.87427,267.26688,116.7285,19.30421,314.72009
650000,新疆维吾尔自治区,2014,1865.05411,173.88395,165.94511,209.96388,65.98887,301.66759,126.45787,20.31992,44.26939,10.21732,69.76241,20.09477,33.30692,44.04499,22.62093,2.56381,202.19645,92.38431,15.5621,243.80352
650000,新疆维吾尔自治区,2013,1674.73486,162.72875,161.0077,176.85859,51.37721,271.82586,113.34593,18.50828,41.03929,10.65119,63.85999,16.23677,23.25736,39.52758,19.97052,2.37179,186.52449,82.19561,14.99961,218.44834
650000,新疆维吾尔自治区,2012,1388.13884,146.94519,145.10234,145.08969,40.40651,197.07512,76.82506,14.24214,36.87439,9.18369,54.80926,11.98369,18.52508,30.54612,17.0871,1.61767,167.68646,69.17492,13.17858,191.78583
650000,新疆维吾尔自治区,2011,1124.58182,132.66131,117.03045,117.74529,38.30332,134.18706,63.40803,11.77162,33.19847,8.19338,47.35855,8.73705,13.88147,22.90144,15.17471,4.95241,137.20867,55.86682,12.19002,149.81175
